Hour,Gross Sales,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Month,date,Year
12,87.13,0,0,1,0,0,0,0,3,30,2019
13,138.17,0,0,1,0,0,0,0,3,30,2019
14,101.68,0,0,1,0,0,0,0,3,30,2019
15,143.8,0,0,1,0,0,0,0,3,30,2019
16,218.66,0,0,1,0,0,0,0,3,30,2019
17,205.14,0,0,1,0,0,0,0,3,30,2019
18,220.74,0,0,1,0,0,0,0,3,30,2019
19,174.22,0,0,1,0,0,0,0,3,30,2019
20,61.19,0,0,1,0,0,0,0,3,30,2019
21,117.51,0,0,1,0,0,0,0,3,30,2019
22,107.58,0,0,1,0,0,0,0,3,30,2019
23,43.99,0,0,1,0,0,0,0,3,30,2019
12,69.34,0,0,0,1,0,0,0,3,31,2019
13,41.85,0,0,0,1,0,0,0,3,31,2019
14,158.68,0,0,0,1,0,0,0,3,31,2019
15,131.24,0,0,0,1,0,0,0,3,31,2019
16,119.79,0,0,0,1,0,0,0,3,31,2019
17,95.63,0,0,0,1,0,0,0,3,31,2019
18,87.54,0,0,0,1,0,0,0,3,31,2019
19,146.34,0,0,0,1,0,0,0,3,31,2019
20,87.48,0,0,0,1,0,0,0,3,31,2019
21,90.87,0,0,0,1,0,0,0,3,31,2019
22,64.97,0,0,0,1,0,0,0,3,31,2019
23,4.7,0,0,0,1,0,0,0,3,31,2019
12,52.95,0,1,0,0,0,0,0,4,1,2019
13,27.59,0,1,0,0,0,0,0,4,1,2019
14,27.88,0,1,0,0,0,0,0,4,1,2019
15,79.52,0,1,0,0,0,0,0,4,1,2019
16,75.87,0,1,0,0,0,0,0,4,1,2019
17,149.22,0,1,0,0,0,0,0,4,1,2019
18,101.6,0,1,0,0,0,0,0,4,1,2019
19,93.23,0,1,0,0,0,0,0,4,1,2019
20,94.11,0,1,0,0,0,0,0,4,1,2019
21,51.4,0,1,0,0,0,0,0,4,1,2019
22,52.82,0,1,0,0,0,0,0,4,1,2019
23,26.73,0,1,0,0,0,0,0,4,1,2019
11,3.55,0,0,0,0,0,1,0,4,2,2019
12,22.39,0,0,0,0,0,1,0,4,2,2019
13,24.26,0,0,0,0,0,1,0,4,2,2019
14,32.78,0,0,0,0,0,1,0,4,2,2019
15,43.81,0,0,0,0,0,1,0,4,2,2019
16,167.61,0,0,0,0,0,1,0,4,2,2019
17,121.51,0,0,0,0,0,1,0,4,2,2019
18,41.99,0,0,0,0,0,1,0,4,2,2019
19,96.98,0,0,0,0,0,1,0,4,2,2019
20,66.82,0,0,0,0,0,1,0,4,2,2019
21,60.93,0,0,0,0,0,1,0,4,2,2019
22,61.8,0,0,0,0,0,1,0,4,2,2019
23,73.9,0,0,0,0,0,1,0,4,2,2019
12,31.63,0,0,0,0,0,0,1,4,3,2019
13,98.2,0,0,0,0,0,0,1,4,3,2019
14,55.62,0,0,0,0,0,0,1,4,3,2019
15,104.47,0,0,0,0,0,0,1,4,3,2019
16,122.87,0,0,0,0,0,0,1,4,3,2019
17,75.48,0,0,0,0,0,0,1,4,3,2019
18,49.93,0,0,0,0,0,0,1,4,3,2019
19,97.1,0,0,0,0,0,0,1,4,3,2019
20,69,0,0,0,0,0,0,1,4,3,2019
21,92.06,0,0,0,0,0,0,1,4,3,2019
22,109.77,0,0,0,0,0,0,1,4,3,2019
23,54.53,0,0,0,0,0,0,1,4,3,2019
11,11.4,0,0,0,0,1,0,0,4,4,2019
12,48.9,0,0,0,0,1,0,0,4,4,2019
13,112.35,0,0,0,0,1,0,0,4,4,2019
14,78.45,0,0,0,0,1,0,0,4,4,2019
15,58.58,0,0,0,0,1,0,0,4,4,2019
16,56.15,0,0,0,0,1,0,0,4,4,2019
17,231.94,0,0,0,0,1,0,0,4,4,2019
18,102.64,0,0,0,0,1,0,0,4,4,2019
19,128.7,0,0,0,0,1,0,0,4,4,2019
20,122.44,0,0,0,0,1,0,0,4,4,2019
21,77.77,0,0,0,0,1,0,0,4,4,2019
22,64.41,0,0,0,0,1,0,0,4,4,2019
23,34.32,0,0,0,0,1,0,0,4,4,2019
0,4.05,1,0,0,0,0,0,0,4,5,2019
12,66.42,1,0,0,0,0,0,0,4,5,2019
13,83.84,1,0,0,0,0,0,0,4,5,2019
14,218.4,1,0,0,0,0,0,0,4,5,2019
15,88.66,1,0,0,0,0,0,0,4,5,2019
16,188,1,0,0,0,0,0,0,4,5,2019
17,124.18,1,0,0,0,0,0,0,4,5,2019
18,79.85,1,0,0,0,0,0,0,4,5,2019
19,92.37,1,0,0,0,0,0,0,4,5,2019
20,47.82,1,0,0,0,0,0,0,4,5,2019
21,65.93,1,0,0,0,0,0,0,4,5,2019
22,116.14,1,0,0,0,0,0,0,4,5,2019
23,89.9,1,0,0,0,0,0,0,4,5,2019
0,27.73,0,0,1,0,0,0,0,4,6,2019
12,100.32,0,0,1,0,0,0,0,4,6,2019
13,164.63,0,0,1,0,0,0,0,4,6,2019
14,172,0,0,1,0,0,0,0,4,6,2019
15,108,0,0,1,0,0,0,0,4,6,2019
16,193.91,0,0,1,0,0,0,0,4,6,2019
17,295.1,0,0,1,0,0,0,0,4,6,2019
18,178.62,0,0,1,0,0,0,0,4,6,2019
19,120.78,0,0,1,0,0,0,0,4,6,2019
20,141.09,0,0,1,0,0,0,0,4,6,2019
21,150.35,0,0,1,0,0,0,0,4,6,2019
22,184.74,0,0,1,0,0,0,0,4,6,2019
23,29.6,0,0,1,0,0,0,0,4,6,2019
0,13.34,0,0,0,1,0,0,0,4,7,2019
12,85.19,0,0,0,1,0,0,0,4,7,2019
13,66.23,0,0,0,1,0,0,0,4,7,2019
14,181.77,0,0,0,1,0,0,0,4,7,2019
15,243.43,0,0,0,1,0,0,0,4,7,2019
16,158.36,0,0,0,1,0,0,0,4,7,2019
17,234.85,0,0,0,1,0,0,0,4,7,2019
18,38.24,0,0,0,1,0,0,0,4,7,2019
19,112.75,0,0,0,1,0,0,0,4,7,2019
20,101.66,0,0,0,1,0,0,0,4,7,2019
21,39.84,0,0,0,1,0,0,0,4,7,2019
22,170.31,0,0,0,1,0,0,0,4,7,2019
23,63.6,0,0,0,1,0,0,0,4,7,2019
12,27.66,0,1,0,0,0,0,0,4,8,2019
13,9.24,0,1,0,0,0,0,0,4,8,2019
14,48.47,0,1,0,0,0,0,0,4,8,2019
15,102.41,0,1,0,0,0,0,0,4,8,2019
16,88.44,0,1,0,0,0,0,0,4,8,2019
17,85.06,0,1,0,0,0,0,0,4,8,2019
18,29.94,0,1,0,0,0,0,0,4,8,2019
19,76.77,0,1,0,0,0,0,0,4,8,2019
20,81.89,0,1,0,0,0,0,0,4,8,2019
21,75.73,0,1,0,0,0,0,0,4,8,2019
22,19.67,0,1,0,0,0,0,0,4,8,2019
23,68.88,0,1,0,0,0,0,0,4,8,2019
12,48.14,0,0,0,0,0,1,0,4,9,2019
13,24.75,0,0,0,0,0,1,0,4,9,2019
14,75.35,0,0,0,0,0,1,0,4,9,2019
15,161.82,0,0,0,0,0,1,0,4,9,2019
16,73.9,0,0,0,0,0,1,0,4,9,2019
17,121.34,0,0,0,0,0,1,0,4,9,2019
18,89.35,0,0,0,0,0,1,0,4,9,2019
19,79.72,0,0,0,0,0,1,0,4,9,2019
20,120.19,0,0,0,0,0,1,0,4,9,2019
21,72.57,0,0,0,0,0,1,0,4,9,2019
22,48.57,0,0,0,0,0,1,0,4,9,2019
23,45.07,0,0,0,0,0,1,0,4,9,2019
11,18.63,0,0,0,0,0,0,1,4,10,2019
12,83.66,0,0,0,0,0,0,1,4,10,2019
13,72.09,0,0,0,0,0,0,1,4,10,2019
14,100.58,0,0,0,0,0,0,1,4,10,2019
15,102.16,0,0,0,0,0,0,1,4,10,2019
16,125.91,0,0,0,0,0,0,1,4,10,2019
17,132.39,0,0,0,0,0,0,1,4,10,2019
18,139.52,0,0,0,0,0,0,1,4,10,2019
19,137.41,0,0,0,0,0,0,1,4,10,2019
20,87.21,0,0,0,0,0,0,1,4,10,2019
21,102.84,0,0,0,0,0,0,1,4,10,2019
22,150.13,0,0,0,0,0,0,1,4,10,2019
23,86.09,0,0,0,0,0,0,1,4,10,2019
12,74.53,0,0,0,0,1,0,0,4,11,2019
13,63.47,0,0,0,0,1,0,0,4,11,2019
14,78.35,0,0,0,0,1,0,0,4,11,2019
15,112.44,0,0,0,0,1,0,0,4,11,2019
16,53.64,0,0,0,0,1,0,0,4,11,2019
17,128.76,0,0,0,0,1,0,0,4,11,2019
18,149.18,0,0,0,0,1,0,0,4,11,2019
19,187.97,0,0,0,0,1,0,0,4,11,2019
20,148.53,0,0,0,0,1,0,0,4,11,2019
21,55.54,0,0,0,0,1,0,0,4,11,2019
22,20.84,0,0,0,0,1,0,0,4,11,2019
23,10.98,0,0,0,0,1,0,0,4,11,2019
12,46.06,1,0,0,0,0,0,0,4,12,2019
13,32.07,1,0,0,0,0,0,0,4,12,2019
14,137.3,1,0,0,0,0,0,0,4,12,2019
15,93.45,1,0,0,0,0,0,0,4,12,2019
16,139.87,1,0,0,0,0,0,0,4,12,2019
17,65.13,1,0,0,0,0,0,0,4,12,2019
18,159.99,1,0,0,0,0,0,0,4,12,2019
19,57.06,1,0,0,0,0,0,0,4,12,2019
20,51.83,1,0,0,0,0,0,0,4,12,2019
21,95.83,1,0,0,0,0,0,0,4,12,2019
22,75.25,1,0,0,0,0,0,0,4,12,2019
23,124.8,1,0,0,0,0,0,0,4,12,2019
0,20.49,0,0,1,0,0,0,0,4,13,2019
12,109.56,0,0,1,0,0,0,0,4,13,2019
13,74.77,0,0,1,0,0,0,0,4,13,2019
14,92.57,0,0,1,0,0,0,0,4,13,2019
15,86.99,0,0,1,0,0,0,0,4,13,2019
16,218.4,0,0,1,0,0,0,0,4,13,2019
17,242.97,0,0,1,0,0,0,0,4,13,2019
18,158.89,0,0,1,0,0,0,0,4,13,2019
19,90.04,0,0,1,0,0,0,0,4,13,2019
20,78.86,0,0,1,0,0,0,0,4,13,2019
21,140.58,0,0,1,0,0,0,0,4,13,2019
22,89.32,0,0,1,0,0,0,0,4,13,2019
23,24.45,0,0,1,0,0,0,0,4,13,2019
12,123.99,0,0,0,1,0,0,0,4,14,2019
13,133.16,0,0,0,1,0,0,0,4,14,2019
14,153.47,0,0,0,1,0,0,0,4,14,2019
15,84.13,0,0,0,1,0,0,0,4,14,2019
16,99.63,0,0,0,1,0,0,0,4,14,2019
17,117.51,0,0,0,1,0,0,0,4,14,2019
18,132.46,0,0,0,1,0,0,0,4,14,2019
19,100.72,0,0,0,1,0,0,0,4,14,2019
20,88.81,0,0,0,1,0,0,0,4,14,2019
21,83.83,0,0,0,1,0,0,0,4,14,2019
22,36,0,0,0,1,0,0,0,4,14,2019
23,8.8,0,0,0,1,0,0,0,4,14,2019
12,68.67,0,1,0,0,0,0,0,4,15,2019
13,47.07,0,1,0,0,0,0,0,4,15,2019
14,61.09,0,1,0,0,0,0,0,4,15,2019
15,93.77,0,1,0,0,0,0,0,4,15,2019
16,84.1,0,1,0,0,0,0,0,4,15,2019
17,122.99,0,1,0,0,0,0,0,4,15,2019
18,114.49,0,1,0,0,0,0,0,4,15,2019
19,158.02,0,1,0,0,0,0,0,4,15,2019
20,60.98,0,1,0,0,0,0,0,4,15,2019
21,46.31,0,1,0,0,0,0,0,4,15,2019
22,93.76,0,1,0,0,0,0,0,4,15,2019
23,17.74,0,1,0,0,0,0,0,4,15,2019
12,88.49,0,0,0,0,0,1,0,4,16,2019
13,19.45,0,0,0,0,0,1,0,4,16,2019
14,94.09,0,0,0,0,0,1,0,4,16,2019
15,173.71,0,0,0,0,0,1,0,4,16,2019
16,63.65,0,0,0,0,0,1,0,4,16,2019
17,62.37,0,0,0,0,0,1,0,4,16,2019
18,102.74,0,0,0,0,0,1,0,4,16,2019
19,198.51,0,0,0,0,0,1,0,4,16,2019
20,52.45,0,0,0,0,0,1,0,4,16,2019
21,150.55,0,0,0,0,0,1,0,4,16,2019
22,89.59,0,0,0,0,0,1,0,4,16,2019
23,40.53,0,0,0,0,0,1,0,4,16,2019
11,4.95,0,0,0,0,0,0,1,4,17,2019
12,93.39,0,0,0,0,0,0,1,4,17,2019
13,51.36,0,0,0,0,0,0,1,4,17,2019
14,88.79,0,0,0,0,0,0,1,4,17,2019
15,58.33,0,0,0,0,0,0,1,4,17,2019
16,127.81,0,0,0,0,0,0,1,4,17,2019
17,126.68,0,0,0,0,0,0,1,4,17,2019
18,95.49,0,0,0,0,0,0,1,4,17,2019
19,91.57,0,0,0,0,0,0,1,4,17,2019
20,151.47,0,0,0,0,0,0,1,4,17,2019
21,153.08,0,0,0,0,0,0,1,4,17,2019
22,64.55,0,0,0,0,0,0,1,4,17,2019
23,30.12,0,0,0,0,0,0,1,4,17,2019
11,4.8,0,0,0,0,1,0,0,4,18,2019
12,64.76,0,0,0,0,1,0,0,4,18,2019
13,112.23,0,0,0,0,1,0,0,4,18,2019
14,151.34,0,0,0,0,1,0,0,4,18,2019
15,65.99,0,0,0,0,1,0,0,4,18,2019
16,110.98,0,0,0,0,1,0,0,4,18,2019
17,60.94,0,0,0,0,1,0,0,4,18,2019
18,39.38,0,0,0,0,1,0,0,4,18,2019
19,123.71,0,0,0,0,1,0,0,4,18,2019
20,63.74,0,0,0,0,1,0,0,4,18,2019
21,148.33,0,0,0,0,1,0,0,4,18,2019
22,34.27,0,0,0,0,1,0,0,4,18,2019
23,43.62,0,0,0,0,1,0,0,4,18,2019
12,40.62,1,0,0,0,0,0,0,4,19,2019
13,107.97,1,0,0,0,0,0,0,4,19,2019
14,142.09,1,0,0,0,0,0,0,4,19,2019
15,98.18,1,0,0,0,0,0,0,4,19,2019
16,75.2,1,0,0,0,0,0,0,4,19,2019
17,94.45,1,0,0,0,0,0,0,4,19,2019
18,112.65,1,0,0,0,0,0,0,4,19,2019
19,154.71,1,0,0,0,0,0,0,4,19,2019
20,102.95,1,0,0,0,0,0,0,4,19,2019
21,122.46,1,0,0,0,0,0,0,4,19,2019
22,130.16,1,0,0,0,0,0,0,4,19,2019
23,182.3,1,0,0,0,0,0,0,4,19,2019
12,167.4,0,0,1,0,0,0,0,4,20,2019
13,164.66,0,0,1,0,0,0,0,4,20,2019
14,144.35,0,0,1,0,0,0,0,4,20,2019
15,91.51,0,0,1,0,0,0,0,4,20,2019
16,192.81,0,0,1,0,0,0,0,4,20,2019
17,247.47,0,0,1,0,0,0,0,4,20,2019
18,97.65,0,0,1,0,0,0,0,4,20,2019
19,114.52,0,0,1,0,0,0,0,4,20,2019
20,142.61,0,0,1,0,0,0,0,4,20,2019
21,103.36,0,0,1,0,0,0,0,4,20,2019
22,81.38,0,0,1,0,0,0,0,4,20,2019
23,28.54,0,0,1,0,0,0,0,4,20,2019
12,113.39,0,0,0,1,0,0,0,4,21,2019
13,193.29,0,0,0,1,0,0,0,4,21,2019
14,83.34,0,0,0,1,0,0,0,4,21,2019
15,126.25,0,0,0,1,0,0,0,4,21,2019
16,248.47,0,0,0,1,0,0,0,4,21,2019
17,165.46,0,0,0,1,0,0,0,4,21,2019
18,96.91,0,0,0,1,0,0,0,4,21,2019
19,91.03,0,0,0,1,0,0,0,4,21,2019
20,126.95,0,0,0,1,0,0,0,4,21,2019
21,147.17,0,0,0,1,0,0,0,4,21,2019
22,17.88,0,0,0,1,0,0,0,4,21,2019
23,62.09,0,0,0,1,0,0,0,4,21,2019
12,62.37,0,1,0,0,0,0,0,4,22,2019
13,26.44,0,1,0,0,0,0,0,4,22,2019
14,42.75,0,1,0,0,0,0,0,4,22,2019
15,60.99,0,1,0,0,0,0,0,4,22,2019
16,75.55,0,1,0,0,0,0,0,4,22,2019
17,92.67,0,1,0,0,0,0,0,4,22,2019
18,100.39,0,1,0,0,0,0,0,4,22,2019
19,168.62,0,1,0,0,0,0,0,4,22,2019
20,140.14,0,1,0,0,0,0,0,4,22,2019
21,107.42,0,1,0,0,0,0,0,4,22,2019
22,8.3,0,1,0,0,0,0,0,4,22,2019
23,31.67,0,1,0,0,0,0,0,4,22,2019
12,60.49,0,0,0,0,0,1,0,4,23,2019
13,61.26,0,0,0,0,0,1,0,4,23,2019
14,35.33,0,0,0,0,0,1,0,4,23,2019
15,84.77,0,0,0,0,0,1,0,4,23,2019
16,105.94,0,0,0,0,0,1,0,4,23,2019
17,109.38,0,0,0,0,0,1,0,4,23,2019
18,59.85,0,0,0,0,0,1,0,4,23,2019
19,141.36,0,0,0,0,0,1,0,4,23,2019
20,133.7,0,0,0,0,0,1,0,4,23,2019
21,72.52,0,0,0,0,0,1,0,4,23,2019
22,133.26,0,0,0,0,0,1,0,4,23,2019
23,45.18,0,0,0,0,0,1,0,4,23,2019
12,63.41,0,0,0,0,0,0,1,4,24,2019
13,84.56,0,0,0,0,0,0,1,4,24,2019
14,78.68,0,0,0,0,0,0,1,4,24,2019
15,75.47,0,0,0,0,0,0,1,4,24,2019
16,67.6,0,0,0,0,0,0,1,4,24,2019
17,92.92,0,0,0,0,0,0,1,4,24,2019
18,114.78,0,0,0,0,0,0,1,4,24,2019
19,112.96,0,0,0,0,0,0,1,4,24,2019
20,138.23,0,0,0,0,0,0,1,4,24,2019
21,86.19,0,0,0,0,0,0,1,4,24,2019
22,71.09,0,0,0,0,0,0,1,4,24,2019
12,71.07,0,0,0,0,1,0,0,4,25,2019
13,138.8,0,0,0,0,1,0,0,4,25,2019
14,91.4,0,0,0,0,1,0,0,4,25,2019
15,162.98,0,0,0,0,1,0,0,4,25,2019
16,154.65,0,0,0,0,1,0,0,4,25,2019
17,87.53,0,0,0,0,1,0,0,4,25,2019
18,247.26,0,0,0,0,1,0,0,4,25,2019
19,87,0,0,0,0,1,0,0,4,25,2019
20,84.68,0,0,0,0,1,0,0,4,25,2019
21,85.45,0,0,0,0,1,0,0,4,25,2019
22,88.18,0,0,0,0,1,0,0,4,25,2019
23,47.98,0,0,0,0,1,0,0,4,25,2019
12,98.18,1,0,0,0,0,0,0,4,26,2019
13,77.13,1,0,0,0,0,0,0,4,26,2019
14,41.79,1,0,0,0,0,0,0,4,26,2019
15,124.82,1,0,0,0,0,0,0,4,26,2019
16,67.81,1,0,0,0,0,0,0,4,26,2019
17,124.97,1,0,0,0,0,0,0,4,26,2019
18,89.7,1,0,0,0,0,0,0,4,26,2019
19,89.81,1,0,0,0,0,0,0,4,26,2019
20,107.7,1,0,0,0,0,0,0,4,26,2019
21,60.75,1,0,0,0,0,0,0,4,26,2019
22,113.28,1,0,0,0,0,0,0,4,26,2019
23,68.47,1,0,0,0,0,0,0,4,26,2019
12,167.16,0,0,1,0,0,0,0,4,27,2019
13,109.23,0,0,1,0,0,0,0,4,27,2019
14,122.58,0,0,1,0,0,0,0,4,27,2019
15,199.46,0,0,1,0,0,0,0,4,27,2019
16,162.71,0,0,1,0,0,0,0,4,27,2019
17,117.65,0,0,1,0,0,0,0,4,27,2019
18,137.72,0,0,1,0,0,0,0,4,27,2019
19,149.47,0,0,1,0,0,0,0,4,27,2019
20,110.93,0,0,1,0,0,0,0,4,27,2019
21,149.63,0,0,1,0,0,0,0,4,27,2019
22,166.43,0,0,1,0,0,0,0,4,27,2019
23,71.41,0,0,1,0,0,0,0,4,27,2019
12,85.22,0,0,0,1,0,0,0,4,28,2019
13,102.77,0,0,0,1,0,0,0,4,28,2019
14,281.98,0,0,0,1,0,0,0,4,28,2019
15,284.19,0,0,0,1,0,0,0,4,28,2019
16,150.43,0,0,0,1,0,0,0,4,28,2019
17,167.57,0,0,0,1,0,0,0,4,28,2019
18,110.32,0,0,0,1,0,0,0,4,28,2019
19,134.15,0,0,0,1,0,0,0,4,28,2019
20,165.66,0,0,0,1,0,0,0,4,28,2019
21,135.33,0,0,0,1,0,0,0,4,28,2019
22,49.58,0,0,0,1,0,0,0,4,28,2019
23,41.46,0,0,0,1,0,0,0,4,28,2019
12,91.65,0,1,0,0,0,0,0,4,29,2019
13,63.05,0,1,0,0,0,0,0,4,29,2019
14,164.99,0,1,0,0,0,0,0,4,29,2019
15,67.74,0,1,0,0,0,0,0,4,29,2019
16,131.75,0,1,0,0,0,0,0,4,29,2019
17,222.29,0,1,0,0,0,0,0,4,29,2019
18,133.7,0,1,0,0,0,0,0,4,29,2019
19,150.15,0,1,0,0,0,0,0,4,29,2019
20,89.94,0,1,0,0,0,0,0,4,29,2019
21,104.6,0,1,0,0,0,0,0,4,29,2019
22,48.14,0,1,0,0,0,0,0,4,29,2019
23,98.89,0,1,0,0,0,0,0,4,29,2019
12,117.63,0,0,0,0,0,1,0,4,30,2019
13,45.9,0,0,0,0,0,1,0,4,30,2019
14,19.38,0,0,0,0,0,1,0,4,30,2019
15,83.41,0,0,0,0,0,1,0,4,30,2019
16,132.3,0,0,0,0,0,1,0,4,30,2019
17,180.62,0,0,0,0,0,1,0,4,30,2019
18,112.15,0,0,0,0,0,1,0,4,30,2019
19,143.44,0,0,0,0,0,1,0,4,30,2019
20,108.23,0,0,0,0,0,1,0,4,30,2019
21,101.77,0,0,0,0,0,1,0,4,30,2019
22,67.98,0,0,0,0,0,1,0,4,30,2019
23,71.23,0,0,0,0,0,1,0,4,30,2019
12,52.49,0,0,0,0,0,0,1,5,1,2019
13,66.02,0,0,0,0,0,0,1,5,1,2019
14,99.18,0,0,0,0,0,0,1,5,1,2019
15,115.02,0,0,0,0,0,0,1,5,1,2019
16,194.37,0,0,0,0,0,0,1,5,1,2019
17,163.21,0,0,0,0,0,0,1,5,1,2019
18,137.07,0,0,0,0,0,0,1,5,1,2019
19,145.17,0,0,0,0,0,0,1,5,1,2019
20,227.67,0,0,0,0,0,0,1,5,1,2019
21,116.42,0,0,0,0,0,0,1,5,1,2019
22,130.61,0,0,0,0,0,0,1,5,1,2019
23,66.01,0,0,0,0,0,0,1,5,1,2019
11,14.68,0,0,0,0,1,0,0,5,2,2019
12,92.67,0,0,0,0,1,0,0,5,2,2019
13,78.32,0,0,0,0,1,0,0,5,2,2019
14,66.46,0,0,0,0,1,0,0,5,2,2019
15,92.32,0,0,0,0,1,0,0,5,2,2019
16,110.8,0,0,0,0,1,0,0,5,2,2019
17,91.46,0,0,0,0,1,0,0,5,2,2019
18,165.34,0,0,0,0,1,0,0,5,2,2019
19,265.02,0,0,0,0,1,0,0,5,2,2019
20,93.14,0,0,0,0,1,0,0,5,2,2019
21,108.55,0,0,0,0,1,0,0,5,2,2019
22,65.71,0,0,0,0,1,0,0,5,2,2019
23,19.83,0,0,0,0,1,0,0,5,2,2019
12,94.75,1,0,0,0,0,0,0,5,3,2019
13,58.64,1,0,0,0,0,0,0,5,3,2019
14,72.28,1,0,0,0,0,0,0,5,3,2019
15,150.62,1,0,0,0,0,0,0,5,3,2019
16,137.59,1,0,0,0,0,0,0,5,3,2019
17,148.77,1,0,0,0,0,0,0,5,3,2019
18,154,1,0,0,0,0,0,0,5,3,2019
19,97.27,1,0,0,0,0,0,0,5,3,2019
20,226.52,1,0,0,0,0,0,0,5,3,2019
21,129.96,1,0,0,0,0,0,0,5,3,2019
22,248.63,1,0,0,0,0,0,0,5,3,2019
23,105.89,1,0,0,0,0,0,0,5,3,2019
0,8.9,0,0,1,0,0,0,0,5,4,2019
11,4.95,0,0,1,0,0,0,0,5,4,2019
12,139.46,0,0,1,0,0,0,0,5,4,2019
13,83.64,0,0,1,0,0,0,0,5,4,2019
14,275.14,0,0,1,0,0,0,0,5,4,2019
15,188.66,0,0,1,0,0,0,0,5,4,2019
16,88.1,0,0,1,0,0,0,0,5,4,2019
17,78.86,0,0,1,0,0,0,0,5,4,2019
18,119.32,0,0,1,0,0,0,0,5,4,2019
19,129.05,0,0,1,0,0,0,0,5,4,2019
20,65.9,0,0,1,0,0,0,0,5,4,2019
21,30.5,0,0,1,0,0,0,0,5,4,2019
22,173.97,0,0,1,0,0,0,0,5,4,2019
23,31.2,0,0,1,0,0,0,0,5,4,2019
12,113.36,0,0,0,1,0,0,0,5,5,2019
13,35.46,0,0,0,1,0,0,0,5,5,2019
14,108.22,0,0,0,1,0,0,0,5,5,2019
15,176.05,0,0,0,1,0,0,0,5,5,2019
16,120.74,0,0,0,1,0,0,0,5,5,2019
17,17.4,0,0,0,1,0,0,0,5,5,2019
18,105.96,0,0,0,1,0,0,0,5,5,2019
19,82.62,0,0,0,1,0,0,0,5,5,2019
20,166.53,0,0,0,1,0,0,0,5,5,2019
22,30.53,0,0,0,1,0,0,0,5,5,2019
23,61.43,0,0,0,1,0,0,0,5,5,2019
12,34.1,0,1,0,0,0,0,0,5,6,2019
13,21.43,0,1,0,0,0,0,0,5,6,2019
14,46.52,0,1,0,0,0,0,0,5,6,2019
15,59.83,0,1,0,0,0,0,0,5,6,2019
16,108.36,0,1,0,0,0,0,0,5,6,2019
17,183.93,0,1,0,0,0,0,0,5,6,2019
18,19.17,0,1,0,0,0,0,0,5,6,2019
19,40.04,0,1,0,0,0,0,0,5,6,2019
20,94.62,0,1,0,0,0,0,0,5,6,2019
21,66.25,0,1,0,0,0,0,0,5,6,2019
22,41.72,0,1,0,0,0,0,0,5,6,2019
23,14.64,0,1,0,0,0,0,0,5,6,2019
12,70.03,0,0,0,0,0,1,0,5,7,2019
13,21.38,0,0,0,0,0,1,0,5,7,2019
14,112.32,0,0,0,0,0,1,0,5,7,2019
15,110.08,0,0,0,0,0,1,0,5,7,2019
16,157.59,0,0,0,0,0,1,0,5,7,2019
17,83.1,0,0,0,0,0,1,0,5,7,2019
18,88.79,0,0,0,0,0,1,0,5,7,2019
19,108.19,0,0,0,0,0,1,0,5,7,2019
20,103.04,0,0,0,0,0,1,0,5,7,2019
21,126.96,0,0,0,0,0,1,0,5,7,2019
22,225.56,0,0,0,0,0,1,0,5,7,2019
23,48.98,0,0,0,0,0,1,0,5,7,2019
12,101.95,0,0,0,0,0,0,1,5,8,2019
13,126.25,0,0,0,0,0,0,1,5,8,2019
14,82.65,0,0,0,0,0,0,1,5,8,2019
15,113.32,0,0,0,0,0,0,1,5,8,2019
16,186.88,0,0,0,0,0,0,1,5,8,2019
17,96.39,0,0,0,0,0,0,1,5,8,2019
18,105.81,0,0,0,0,0,0,1,5,8,2019
19,130.45,0,0,0,0,0,0,1,5,8,2019
20,140.67,0,0,0,0,0,0,1,5,8,2019
21,84.22,0,0,0,0,0,0,1,5,8,2019
22,91.95,0,0,0,0,0,0,1,5,8,2019
23,130.88,0,0,0,0,0,0,1,5,8,2019
12,62.29,0,0,0,0,1,0,0,5,9,2019
13,87.25,0,0,0,0,1,0,0,5,9,2019
14,64.27,0,0,0,0,1,0,0,5,9,2019
15,114.59,0,0,0,0,1,0,0,5,9,2019
16,172.18,0,0,0,0,1,0,0,5,9,2019
17,95.35,0,0,0,0,1,0,0,5,9,2019
18,80.62,0,0,0,0,1,0,0,5,9,2019
19,140.42,0,0,0,0,1,0,0,5,9,2019
20,99.43,0,0,0,0,1,0,0,5,9,2019
21,122.29,0,0,0,0,1,0,0,5,9,2019
22,56.41,0,0,0,0,1,0,0,5,9,2019
23,29.44,0,0,0,0,1,0,0,5,9,2019
12,74.57,1,0,0,0,0,0,0,5,10,2019
13,81.11,1,0,0,0,0,0,0,5,10,2019
14,90.34,1,0,0,0,0,0,0,5,10,2019
15,119.17,1,0,0,0,0,0,0,5,10,2019
16,178.95,1,0,0,0,0,0,0,5,10,2019
17,98.85,1,0,0,0,0,0,0,5,10,2019
18,65.23,1,0,0,0,0,0,0,5,10,2019
19,140.2,1,0,0,0,0,0,0,5,10,2019
20,114.07,1,0,0,0,0,0,0,5,10,2019
21,141.04,1,0,0,0,0,0,0,5,10,2019
22,115.15,1,0,0,0,0,0,0,5,10,2019
23,20.91,1,0,0,0,0,0,0,5,10,2019
11,9,0,0,1,0,0,0,0,5,11,2019
12,119.4,0,0,1,0,0,0,0,5,11,2019
13,144.31,0,0,1,0,0,0,0,5,11,2019
